ID,Query,Gold_label,Note,Coding,Definition,Grambank_ID_desc
GB096,Are variations in marking strategies of core participants based on verb classes?,1,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Consider the flagging patterns of the language (coded in [GB408](https://github.com/grambank/Grambank/wiki/GB408), [GB409](https://github.com/grambank/Grambank/wiki/GB409), and [GB410](https://github.com/grambank/Grambank/wiki/GB410)). Identify whether there is any variation in the flagging of either [S, A, or P](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)) that is determined by verb classes.
2. If there is variation in flagging, consider whether the respective verb classes are of substantial size. If the classes are substantially large, code 1 in the following cases: Code 1 if there are differences in the form of the respective markers which result in different alignment patterns. Code 1 if there is a variation in the position of indexes (prefix/proclitic vs. suffix/clitic), even if the overall alignment pattern remains the same.
3. Consider the indexing patterns of the language (coded in [GB089](https://github.com/grambank/Grambank/wiki/GB089)–[GB094](https://github.com/grambank/Grambank/wiki/GB409), and [GB410](https://github.com/grambank/Grambank/wiki/GB094)). Consider whether there are any differences in the form of the respective indexes. Specifically look for such terms as *active(-inactive)*, *agentive-patientive*, *stative-active alignment* or *split-S* and consider the respective verb classes. Look for cases of *non-canonical argument marking* and consider the respective verb classes.
4. If there is variation in indexing, consider whether the differences in indexing result in different alignment patterns or whether there is a variation in the position of indexes (prefix/proclitic vs. suffix/clitic). If the answer to either of these questions is positive, consider whether the respective verb classes are of substantial size. If the classes are substantially large, code 1.
5. Ignore mere variations in the phonological form of indexes conditioned by various [conjugation classes](https://github.com/grambank/Grambank/wiki/GB111). 
6. Ignore the relatively common situation where some verb classes do not allow any indexing. This is not sufficient for 1.","Marking strategies include both marking by [indexing](https://github.com/grambank/Grambank/wiki/Indexing-vs.-pronouns) and by flagging. The distinction between intransitive and transitive verbs is not included here. 
Variations in marking strategies include both variations in the alignment patterns and variations in position (e.g. suffixing vs. prefixing) in case of indexes. 
Mere differences in forms of the indexes triggered by various conjugation classes are not sufficient for 1. 
For a language to be coded 1 the respective verb classes need to be of a substantial size (several dozen verbs or more) and ideally represent a [productive](https://github.com/grambank/grambank/wiki/Productivity) pattern. 
The presence of small verb classes whose members are often exhaustively listed in a descriptive grammar and are presented as exceptional patterns does not qualify as 1.
The patterns of interest are more common with intransitive verbs and include cases of the so-called active-inactive alignment (or simply: active, agentive-patientive or stative-active) in cases of differentially marked [S arguments](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)). Some grammars use the terms unergative-unaccusative verbs. The pattern of interest is, however, not restricted to the S argument. Variations in marking of [A and P arguments](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)) are also included.",GB096 CaseSplitVerbClass
GB098,Are variations in marking strategies of core participants based on person distinctions?,0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Consider whether there is any variation in the form of the argument indexes on the verb (coded in [GB089](https://github.com/grambank/Grambank/wiki/GB089)–[GB094](https://github.com/grambank/Grambank/wiki/GB094)) related to the person of arguments (first vs. second vs. third).
2. If there is some variation, code 1 if this results in different alignment patterns. 
3. Code 1 if the position of indexes differs (prefix/proclitic vs. suffix/clitic), even if the overall alignment pattern remains the same.
4. The alternation between zero marking indexing for some persons and overt indexing for other persons does not suffice for 1.
5. Consider flagging. Code 1 if case/adposition marking of S, A, or P arguments (coded in [GB408](https://github.com/grambank/Grambank/wiki/GB408), [GB409](https://github.com/grambank/Grambank/wiki/GB409), and [GB410](https://github.com/grambank/Grambank/wiki/GB410)) varies according to the person of the marked argument.
6. Code 0 if there is no variation in indexing or flagging according to person, even if other referential properties of arguments, such as animacy, number, pronominal vs. nominal status, matter.
7. Code 0 if person distinctions only trigger different overt allomorphs of flagging or indexing, but the overall alignment pattern and the position of the markers remains the same.",Marking strategies of core participants include both marking by [indexing](https://github.com/grambank/Grambank/wiki/Indexing-vs.-pronouns) and by flagging (i.e. case or adposition marking). Variations in marking strategies include both variations in the alignment patterns and variations in position (e.g. suffixing vs. prefixing) in case of indexes. Mere differences in forms of the indexes triggered by various conjugation classes are not sufficient for a 1. This question includes cases referred to as person-based (alignment) split and hierarchical alignment in the literature.,GB098 CaseSplitPerson
GB099,Can verb stems alter according to the person of a core participant?,0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Code 1 if at least three verb stems vary according to the person of S, A, and/or P arguments.
2. Code 1 if the grammar does not list the verbs but says that there are some/a few/several/couple of them.
3. Code 0 if only one or two examples are provided. Add a comment.","Do some verbs have two or more suppletive allomorphs whose distribution is conditioned by the person of an [S, A, or P](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)) argument? 
Suppletive allomorphs are allomorphs which are not similar in pronunciation, i.e. they cannot be related to each other by morpho-phonological rules.
This question covers strong suppletion, weak suppletion, and ablaut. 
There must be at least **three** such verbs to code 1 for this feature.",GB099 VSupplPerson
GB103,Is there a benefactive applicative marker on the verb (including indexing)?,0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Look up the sections on verbal morphology, indexing and argument structure, and adverbial modifiers.
2. If there are no such sections, search for the words 'give', 'receive', 'recipient', 'benefactive' and 'applicative'.
3. If the language has a way to index a beneficiary on verbs, code 1.
4. If the language has a way to mark on the verb that an action has a beneficiary, code 1.
5. If the language does not have a benefactive marker on verbs and does not index beneficiaries on verbs, code 0.
6. If the grammar comprehensively describes verbal morphology but does not mention the coding of beneficiaries, code 0.
7. If there is not enough information in the grammar to understand how beneficiaries are coded, code ?.","This question concerns a [phonologically bound](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) verbal marker that signals that the verb has a beneficiary. The marker could be analyzed in the language-specific case as voice, [indexing](https://github.com/grambank/grambank/wiki/Indexing-vs.-pronouns) or a 'bound pronoun'. In some languages, applicative markers may be used to topicalize, focalize or background a beneficiary. This type of marking also counts for this feature. The marker does not have to index the beneficiary. Autobenefactive markers do not count and serial verb constructions that include a benefactive verb (typically 'give') do not count.",GB103 BenefApplBoundV
GB104,Is there an instrumental applicative marker on the verb (including indexing)?,0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Look up the sections on verbal morphology, indexing and argument structure, and adverbial modifiers.
2. If there are no such sections, search for the words ‘with’ and ‘instrument’.
3. If the language has a way to index an instrument on verbs, code 1.
4. If the language has a way to mark on the verb that an action involves an instrument, code 1.
5. If the language does not have an instrumental marker on verbs and does not index instruments on verbs, code 0.
6. If the grammar comprehensively describes verbal morphology but does not mention the coding of instruments, code 0.
7. If there is not enough information in the grammar to understand how instruments are coded, code ?.","This question concerns a [phonologically bound](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) verbal marker that signals that the verb has an instrument. In some languages, applicative markers may be used to topicalize, focalize or background the instrument. This type of marking also counts for this feature. The marker could be analyzed in the language-specific case as voice, [indexing](https://github.com/grambank/grambank/wiki/Indexing-vs.-pronouns) or a ‘bound pronoun’. The marker does not have to index the instrument.",GB104 AppInstrBoundV
GB105,Can the recipient in a ditransitive construction be marked like the monotransitive patient?,?,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Consider the section in the grammar that deals with argument flagging (i.e. case and adposition marking) and indexing. Check whether it discusses ditransitive verbs or ditransitive constructions. If not, search the grammar for examples with verbs expressing a physical transfer.
2. If the overt flagging of the P argument and the recipient argument is identical, code as 1.
3. If the P argument and the recipient are marked with different flags, code as 0.
4. If only the P argument or only the recipient is overtly marked, code as 0.
5. If neither the P argument nor the recipient are overtly marked, consider the indexing patterns on the verb.
6. Code as 1 if the two arguments are indexed identically.
5. If the indexing of the P argument differs from the indexing of the recipient, code as 0.
6. If there is neither overt indexing not flagging for both P and the recipient, code as 1.
7. Various relevant verbs might have different marking patterns. As the question is about the possibility of the recipient in a ditransitive construction to be marked like the transitive patient, code as 1 even if not all verbs follow this pattern and add a comment.
8. Even if the author of the grammar explicitly states the language has no ditransitive verbs, still consider and code the marking of the arguments of verbs of a physical transfer.","As a ditransitive construction we consider constructions with verbs expressing a physical transfer of possession or a mental transfer of messages (*give*, *lend*, *hand*, *feed*, *send*, *bring*, *show*, *tell*, *teach*). A ditransitive construction must allow overt expression of an agent, a theme and a recipient/addressee as separate NPs. The morphological marking of these arguments (e.g. accusative case, dative case vs. adposition marking) is irrelevant for counting a construction as ditransitive.

‘Marking’ for the purposes of this feature includes both flagging (i.e. case and adposition marking) and [indexing](https://github.com/grambank/grambank/wiki/Indexing-vs.-pronouns) on the verb. 1 is primarily triggered by flagging. Only if there is no overt flagging for neither the P argument nor the recipient argument, indexing is considered. 1 covers both the ‘double-object construction’ and the ‘secondary-object construction’ of Haspelmath (2013).",GB105 CaseRecipientObj
GB107,"Can standard negation be marked by an affix, clitic or modification of the verb?",1,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Find the section in the available descriptive literature that deals with negation.
2. If suppletion is used, or a marker is described as an affix, a phonologically bound clitic, tone or reduplication and you see no reason to doubt that it is indeed bound, code 1.
3. If the marker is described as a particle and it is unclear whether it is bound to the verb or not, look into more sources.
4. If the marker can be bound and can be free (and you are sufficiently convinced that when it is described as bound it is indeed bound), code 1 for this feature and code 1 for [GB298](https://github.com/grambank/Grambank/wiki/GB298) and/or [GB299](https://github.com/grambank/Grambank/wiki/GB298).
5. If there is more than one construction for marking standard negation, code for all of them.","This feature refers to Standard Negation, i.e. the constructions that mark negation of (at least) dynamic (not-stative) verbal predicates in declarative mood. The marker has to form a [phonological unit](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) with the verbal root, be it by affixation, cliticization, suppletion, reduplication, tone, etc. For markers bound to auxiliaries, see [GB298](https://github.com/grambank/Grambank/wiki/GB298). If there is negative marking on the verb and elsewhere (for example by a particle) in the same construction, this is included in this feature. If there is a clitic that attaches to anything in its vicinity, this doesn't count.",GB107 NEGBoundV
GB108,Is there directional or locative morphological marking on verbs?,0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Look up the section on verbal morphology.
2. If no such section exists or if the grammar does not provide specific information on verbal morphology, search for the terms 'direction’, 'goal', 'go’, 'come’, and 'location’.
3. If the language has no way to mark location or direction on the verb, code as 0.
4. If the verb can carry a bound marker that indicates direction or location on the verb, code 1.",This question concerns a [phonologically bound](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) verbal marker that signals the direction or location of the event/state/action. A marker that indicates that something happens in multiple directions does not count here.,GB108 DirLocBoundV
GB109,Is there verb suppletion for participant number?,0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Check whether the language alters its verbs according to number at all, if not, code 0.
2. Code 1 if there are three or more examples of verbs with suppletive forms for participant number
3. If there are one or two examples, consider if the author describes these as special exceptions (in which case, code 0) or part of a larger group (in which case, code 1).
4. If all examples only feature 'weak suppletion', code 0.
5. If there is little description of participant marking on verbs in general, code ?.","Are there verbs that use a different stem depending on the number (singular, dual, plural, etc.) of a core participant? The participant triggering the suppletive choice could be [A, P, or S](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)). Auxiliary verbs are also considered verbs for the purpose of this feature. 

Suppletion is a process where a lexeme is changed in such a way that the new form does not resemble the previous when it appears in a different position in the paradigm. An example of this is English *went* and *go*. In this case, the verb is suppletive for tense. Only strong suppletion (different stems) counts. There should be at least three verbs with participant number suppletion to count as 1. If only one or two verbs are described as exhibiting suppletion, code 0. If the author gives two examples but states or implies that it is more common, code 1. 

Only so called 'strong suppletion' counts here, 'weak' suppletion is not included.",GB109 VSupplNUM
GB110,Is there verb suppletion for tense or aspect?,0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Check whether the language alters its verbs according to tense/aspect at all.
2. Code 1 if there are three or more examples of verbs with suppletive forms for aspect/tense.
3. If there are one or two examples, consider whether the author describes these as special exceptions (in which case, code 0) or part of a larger group, in which case, code 1.
4. If all examples only feature ‘weak suppletion’, code 0.
5. If there is little description of tense/aspect marking on verbs in general, code ?.","Are there verbs that use a different stem depending on the tense or aspect (present, past, perfective etc.) they occur in? Suppletion is a process where a lexeme is changed in such a way that the new form does not resemble the previous when it appears in a different position in the paradigm. An example of this is English *went* and *go*. In this case, the verb is suppletive for tense. Only strong suppletion (different stems) counts, ‘weak’ suppletion is not included. At least three verbal concepts should indicate different tense or aspect values with suppletive stems to trigger a 1.",GB110 VSupplTA
GB111,Are there conjugation classes?,0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Code 1 if finite verbs are inflected differently depending on what verb is used.
2. Code 1 if there is a two-way distinction between ‘regular’ and ‘irregular’ verbs and there are more than two irregular verbs.
3. Code 0 if differences in the forms of TAM, indexing, or voice markers for finite verbs result purely from morphophonological alternations.","Are there multiple sets of verbs that each combine with different sets of (inflectional) markers in finite forms? We are concerned with whether there is non-phonological allomorphy of finiteness marking on verbs depending on which verb is chosen. Phonological rules are not considered here but they may correlate with non-phonological allomorphy. Conjugation classes that are lexically assigned are relevant for coding this feature. Please note that a class of suppletive verbs does not count.

Look for finiteness markers such as:
* Person: first, second, third
* Number: singular, plural, dual and trial
* Gender: masculine, feminine or neuter
* Tense: present, past, or future
* Aspect: perfect, perfective, progressive
* Mood: indicative, subjunctive, imperative, optative
* Voice: active, middle, or passive",GB111 VerbClass
GB113,Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?,1,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Code 1 if a grammar mentions a transitivizing marker that changes intransitive to transitive verbs, and it is phonologically bound to the verb.
2. Code 0 if a grammar mentions that there are no (phonologically bound) transitivizing markers on verbs or verb phrases.
3. Code 0 if an otherwise comprehensive grammar does not mention transitivizing markers on verbs or verb phrases. Write 'not mentioned' in the comment field.
4. Code 0 if a grammar only discusses valency decreasing operations or valency increasing operations that increase the valency of already transitive verbs, but does not mention valency increasing operations that increase the valency of an intransitive verb.
5. Code 0 if a grammar discusses phonologically free morphemes that change intransitive verbs to transitive ones, but no phonologically bound ones.
6. Code ? if you think there is not enough data or analysis to establish the presence or absence of a bound transitivizing morpheme. Write this in the comment column.","This feature asks whether intransitive verbs can take a [phonologically bound morpheme](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) that signals the addition of just one role in the event denoted by the verb. This could be a causative affix or clitic, an applicative marker (benefactive, instrumental, etc.), etc. The marker has to be [productive](https://github.com/grambank/grambank/wiki/Productivity). Note that there is no logical dependency with [GB155](https://github.com/grambank/Grambank/wiki/GB155) on causative markers, as a language could have causatives that change a verb's valency from 2 to 3 but not from 1 to 2.",GB113 TransitivizingBound
GB114,Is there a phonologically bound reflexive marker on the verb?,1,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Code 1 if the grammar discusses a productive reflexive marker that is [phonologically bound](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) to the verb. Middle voice markers that are obligatory in reflexive constructions also count as reflexive markers.
2. Code 1 if the grammar discusses a marker that is phonologically bound to the verb and it encodes both reflexive and reciprocal functions.
3. Code 0 if the grammar discusses reciprocal markers or a phonologically independent reflexive marker, but does not mention a phonologically bound reflexive marker on verbs. Write 'not mentioned' in the comment column.
4. Code 0 if the grammar only discusses unproductive reflexive markers on verbs.
5. Code 0 if an otherwise comprehensive grammar does not discuss reflexive markers. Write ‘not mentioned’ in the comment column.
6. Code ? if there is not enough data or analysis in the available sources to determine whether there is a bound reflexive marker on verbs or whether it is productive.","A reflexive marker indicates that a participant is coreferential with another participant in the clause or sentence. This marker may indicate both reflexive and reciprocal functions. If a ‘middle-voice’ marker is used to mark reflexive functions, it also counts as a reflexive marker. Reduplication of verbs also counts. The reflexive construction needs to be [productive](https://github.com/grambank/grambank/wiki/Productivity), not limited to a small set of likely lexicalized verbs in the language, to trigger 1 for this feature. This question targets lexical verbs, anything that happens with auxiliaries is not relevant for this feature.",GB114 ReflBoundV
GB115,Is there a phonologically bound reciprocal marker on the verb?,1,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Explore the sections discussing argument marking, pronouns, verbal morphology, verbal derivation, valency change, argument structure and simple clauses.
2. Code 1 if the grammar discusses a productive reciprocal marker that is phonologically bound to the verb.
3. Code 1 if the grammar discusses a marker that is phonologically bound to the verb and it encodes both reflexive and reciprocal functions.
4. Code 0 if the grammar discusses reflexive markers or a phonologically independent reciprocal marker, but doesn't mention a phonologically bound reciprocal marker on verbs. Write 'not mentioned’ in the comment column.
5. Code 0 if the grammar only discusses unproductive reciprocal markers on verbs.
6. Code 0 if an otherwise comprehensive grammar does not discuss reciprocal markers. Write 'not mentioned’ in the comment column.
7. Code ? if there is not enough data or analysis in the grammar to determine whether there is a bound reflexive marker on verbs or whether it is productive.","A reciprocal marker indicates that an action or feeling is mutual between two or more parties (e.g. *they love each other*; *they beat each other*). A reciprocal marker may indicate both reflexive and reciprocal functions. Reduplication of verbs also counts. Reciprocal marking needs to be [productive](https://github.com/grambank/grambank/wiki/Productivity), not limited to a small set of verbs in the language that are probably lexicalized. This feature targets [phonologically bound](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) reciprocal markers.",GB115 RecipBoundV
GB117,Is there a copula for predicate nominals?,0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Code 1 if there is an element which can be used with predicatively used nominals, even if it is restricted to certain contexts, and even if this marker has other functions and may, for example, function as demonstrative elsewhere.  
2. Code 0 if the grammar describes equative copular clauses with predicate nominals and describes these as using a ‘zero copula’.
3. Code 0 if there is no copula in use in an equative sentence, even if there is a copula in use for locational predicates and/or adjectival predicates.","Is there a copula in use in an equative sentence when the predicate is a nominal? The copula must be expressed in at least some equative sentences with predicate nominals but need not be obligatory in these constructions. Both verbal copulas and pro-copulas (e.g. demonstratives or personal pronouns that link the subject and predicate nominals) are relevant for this feature. Please note that adjectives are not included within the category of ‘nominals’ here. Please note copulas may be free forms, affixes, or clitics.",GB117 CopulaPredNom
GB118,Are there serial verb constructions?,1,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Code 1 if two or more verbs can be juxtaposed, this verbal sequence functions as a single predicate, there is no predicate-argument relationship between the verbs, and where it is not a case of clause chaining, i.e. it is not true that there is an inflected verb and the other verbs are missing inflection.
2. Code 0 if you find no description or examples of serial verb constructions in an otherwise comprehensive grammar.
3. Code ? if the only potential examples of serial verb constructions in a language can also be analyzed as verbal compounds.
4. Code ? if there are no examples of serial verb constructions but you believe the authors of your sources may have missed serial verb constructions.","This summary of serial verb constructions from [Haspelmath (2016: 296)](http://www.ling.sinica.edu.tw/Files/LL/Docments/Journals/17.3/LLN17.3-Haspelmath.pdf) serves as a good clarification: ""A serial verb construction is a monoclausal construction consisting of multiple independent verbs with no element linking them and with no predicate–argument relation between the verbs.""

Serial verbs are different from verb compounds, in that they are compositional: ""a serial verb construction must be a productive schematic
CONSTRUCTION such that the meaning of a concrete construct can be determined on the basis of the meanings of its parts and the construction meaning. This means that non-compositional combinations of verbs do not fall within the definition."" By contrast, verbal compounds are lexicalized and often non-compositional.  

Serial verb constructions are also defined in Grambank as different from clause-chaining. Clause chaining involves a series of verbs which are not inflected, and one verb which is (see [GB150](https://github.com/grambank/Grambank/wiki/GB150)). A serial verb construction is defined using Haspelmath's definition above, but in addition where it is not an example of clause chaining (i.e. it is not true that there is an inflected verb and the other verbs are missing inflection).  It is however possible for a language to have both serial verb constructions and clause chaining.

Serial verb constructions are also different from light verb constructions, which are made up of a verbal element and a lexical stem which is not an inflected verb, jointly determining argument structure (see [GB123](https://github.com/grambank/grambank/wiki/GB123)).  

'Verb' here refers to words that can be used as independent verbs in the language in question; but it is also best if they are dynamic verbs, as per the definition in Haspelmath (2016), 'Verbs are defined as dynamic event expressions that do not have special coding when used in predication function'. Serial verb constructions which are more restricted than that, such as only applying to stative verbs (e.g. a verb meaning 'good'), should not be counted as 1.",GB118 SerialV
GB119,"Can mood be marked by an inflecting word (""auxiliary verb"")?",0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Look up the section on mood marking in the grammatical description.
2. Consider all marking of mood, e.g. not only conditional.
3. If you do not find any inflecting words expressing mood, such as auxiliary verbs or elements analyzed as pronouns that take TAM marking, code as 0.
4. If there is an inflecting word (e.g. an auxiliary verb) that clearly expresses mood, code the language as 1.
5. If it is not clear whether the inflecting word marks mood, code the language as ?.","This feature covers all grammatical moods (the relationship between the referred event/state/action and other possible worlds, or speaker's attitude) and aims to capture [phonologically free](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) elements that inflect (i.e. change form depending on person, number and other categories of the core arguments). These markers are often described as ‘auxiliary verbs’ in the literature, but are also analyzed under other labels by some authors (such as STAMP morphemes (STAM = Subject-Tense-Aspect-Mood-Polarity) or inflecting pronouns). We are interested in grammatical marking, i.e. [dedicated](https://github.com/grambank/grambank/wiki/Dedicated-marking), [productive](https://github.com/grambank/grambank/wiki/Productivity) and [obligatory](https://github.com/grambank/grambank/wiki/Obligatoriness) marking. 

There are instances where TAM can be expressed by a combination of an affix and auxiliary or particle. For example, some grammarians state that a mood is expressed by a certain form on the verbal root and an auxiliary. If this is a [productive](https://github.com/grambank/grambank/wiki/Productivity) and [obligatory](https://github.com/grambank/grambank/wiki/Obligatoriness) way of expressing mood then such a construction triggers 1 for both this feature (GB119) and the feature on bound mood marking ([GB312](https://github.com/grambank/Grambank/wiki/GB312)). If not all parts of the discontinuous marking are necessary for expressing a mood, then only consider the marking that is obligatory.

While negation or interrogation can be considered as grammatical moods, they are not included in this feature.",GB119 MoodAUX
GB120,"Can aspect be marked by an inflecting word (""auxiliary verb"")?",0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Look up the section on aspect marking in the grammatical description.
2. Consider all aspectual distinctions. Not only perfective, for instance.
3. If you do not find any inflecting words expressing aspect, such as auxiliary verbs or elements analyzed as pronouns that take TAM marking, code as 0.
4. If there is an inflecting word (e.g. an auxiliary verb) that clearly expresses aspect, code 1.
5. If it is not clear whether the inflecting word marks aspect, code ?.","This feature covers all grammatical aspects (internal temporal constitution of events/actions/states) and aims to capture [phonologically free](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) elements that inflect (i.e. change form depending on person, number and other categories of the core arguments). These markers are often described as ‘auxiliary verbs’ in the literature, but they are also analyzed under other labels by some authors (such as STAMP morphemes (STAM = Subject-Tense-Aspect-Mood-Polarity) or inflecting pronouns). We are interested in grammatical marking, that is, [dedicated](https://github.com/grambank/grambank/wiki/Dedicated-marking), [productive](https://github.com/grambank/grambank/wiki/Productivity) and [obligatory](https://github.com/grambank/grambank/wiki/Obligatoriness) marking.",GB120 AspectAUX
GB121,"Can tense be marked by an inflecting word (""auxiliary verb"")?",0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Look up the section on tense marking in the grammatical description.
2. Consider all marking of tense, e.g. not only past tense.
3. If you do not find any inflecting words expressing tense, such as auxiliary verbs or elements analyzed as pronouns that take TAM marking, code as 0.
4. If there is an inflecting word that clearly expresses tense, code the language as 1.
5. If not clear whether the inflecting word marks tense, code the language as ?.","This feature covers all tenses (present, past, and future) and aims to capture [phonologically free](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) elements that inflect (i.e. change form depending on person, number and other categories of the core arguments). These markers are often described as ‘auxiliary verbs’ in the literature, but are also analyzed under other labels by some authors (such as STAMP morphemes (STAM = Subject-Tense-Aspect-Mood-Polarity) or inflecting pronouns). We are interested in grammatical marking, i.e. [dedicated](https://github.com/grambank/grambank/wiki/Dedicated-marking), [productive](https://github.com/grambank/grambank/wiki/Productivity) and [obligatory](https://github.com/grambank/grambank/wiki/Obligatoriness) marking. 

There are instances where TAM can be expressed by a combination of an affix and auxiliary or particle. For example, some grammarians state that tense is expressed by a certain form on the verbal root and an auxiliary. If this is a [productive](https://github.com/grambank/grambank/wiki/Productivity) and [obligatory](https://github.com/grambank/grambank/wiki/Obligatoriness) way of expressing tense then such a construction triggers 1 for both this feature (GB121) and the features on bound tense marking ([GB082](https://github.com/grambank/Grambank/wiki/GB082)/[GB083](https://github.com/grambank/Grambank/wiki/GB083)/[GB084](https://github.com/grambank/Grambank/wiki/GB084)). If not all parts of the discontinuous marking are necessary for expressing a tense, then only consider the marking that is obligatory.",GB121 AUXTense
GB122,Is verb compounding a regular process?,0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Code 1 if there is a conventionalized way of combining two verbal elements into a single lexicalized phonological and grammatical word.
2. Code 0 if it is clear the two elements are phonologically independent.
3. Code ? if it is unclear how [productive](https://github.com/grambank/grambank/wiki/Productivity) this process is in the language.","Verbal compounds are lexicalized, often non-compositional, constructions which combine two or more verb stems.  Languages with [serial verb constructions](https://github.com/grambank/Grambank/wiki/GB118) can often have verb compounds too, however they might not always be described as such.",GB122 VCompounding
GB123,Are there verb-adjunct (aka light-verb) constructions?,0,Datapoint inherited from Danielsen’s work in the database of South American Indigenous Language Structures (SAILS).,"1. Code 1 if verbs with a general meaning may combine with a non-verbal element to produce new verbal predicates. If this is not explicitly mentioned in the grammar's chapter on verbs, check example sentences or word lists. 
2. Code 0 if you do not find examples of new verbal predicates formed by a combination of a verb and a non-verbal element, or if all of these instances can be analyzed as serial verb constructions or verbal compounds.","A light-verb construction is a lexicalized complex predicate with two components: (1) a lexical stem which is not an inflected verb and (2) an inflectable verb, which is called the light verb. It is form-identical with a main verb, but used with a different meaning such that it ‘cannot be said to be predicating fully' (examples in English include _give a sigh_ or _take a plunge_) (Butt 2003).

Items that can occur as lexical stems in light-verb constructions are: (1) nouns (e.g. *do baby* in Ivorian English or *have sex* in English for ‘to copulate’), (2) adjectives (e.g. *make beautiful* in English), (3) non-inflectable items such as ideophones (e.g. *do ssss* for ‘to make an ssss sound’), or (4) verbs borrowed from other languages that do not inflect in the target language. 

Regular verbs cannot occur as lexical stems in light-verb constructions, in the Grambank definition. This makes light verb constructions different from serial verb constructions and verbal compounding, which involve a sequence of more than one verb. Another difference is that there is a predicate-argument relationship between the light verb and the other lexical stem (e.g. in *do baby*, *baby* is the object of *do*), while in serial verb constructions the verbs do not have a predicate-argument relationship between them since they instead describe a sequence of events.",GB123 LightVerb
